txn-1756534243212-9ur4t1l12,client-1756272833203-r5tlpg06q,,RESET,1000,1000,"Manual credit reset: Total Added = 1000, Total Used = 0",MANUAL,,2025-08-30 06:10:43.212,Sujatha Gold Covering Works,,,,
txn-1756806394012-y1rjnpwii,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4770,Order creation,ORDER,228,2025-09-02 09:46:34.012,Unknown Client,,,,
txn-1756806471039-4s8vgndeg,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4769,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:47:51.039,Unknown Client,,,,
txn-1756806479325-ayzjbnhm7,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4768,Order creation,ORDER,229,2025-09-02 09:47:59.325,Unknown Client,,,,
txn-1756806601922-zqtc3prr9,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4767,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:50:01.922,Unknown Client,,,,
txn-1756806619050-kxpt8d0vh,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4766,Order creation,ORDER,230,2025-09-02 09:50:19.05,Unknown Client,,,,
txn-1756806693399-9kb1il3cs,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4765,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:51:33.399,Unknown Client,,,,
txn-1756806700103-kzqtjci1d,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4764,Order creation,ORDER,231,2025-09-02 09:51:40.103,Unknown Client,,,,
txn-1756806781364-wdfd0fyly,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4763,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:53:01.364,Unknown Client,,,,
txn-1756806785728-37sdtwqqn,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4762,Order creation,ORDER,232,2025-09-02 09:53:05.728,Unknown Client,,,,
txn-1756806843589-9ep8wpayi,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4761,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:54:03.589,Unknown Client,,,,
txn-1756806848990-5z8xh9cwq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4760,Order creation,ORDER,233,2025-09-02 09:54:08.99,Unknown Client,,,,
txn-1756806955541-4jhtjvhuq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4759,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:55:55.541,Unknown Client,,,,
txn-1756806964021-t7zwldeef,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4758,Order creation,ORDER,234,2025-09-02 09:56:04.021,Unknown Client,,,,
txn-1756807005878-9eir4k2t8,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4757,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:56:45.878,Unknown Client,,,,
txn-1756807014900-n4qyvwoqn,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4756,Order creation,ORDER,235,2025-09-02 09:56:54.9,Unknown Client,,,,
txn-1756807054202-g9km5ptgf,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4755,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:57:34.202,Unknown Client,,,,
txn-1756807058112-ab1sstnur,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4754,Order creation,ORDER,236,2025-09-02 09:57:38.112,Unknown Client,,,,
txn-1756807122873-1p0702h3z,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4753,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:58:42.873,Unknown Client,,,,
txn-1756807128592-ucgpc8cs7,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4752,Order creation,ORDER,237,2025-09-02 09:58:48.592,Unknown Client,,,,
txn-1756807166065-hllm0srg3,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4751,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 09:59:26.065,Unknown Client,,,,
txn-1756807171288-ury68y9nt,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4750,Order creation,ORDER,238,2025-09-02 09:59:31.288,Unknown Client,,,,
txn-1756811770624-46z5dxsfh,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4749,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 11:16:10.624,Unknown Client,,,,
txn-1756811778871-fc0x94pan,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4748,Order creation,ORDER,239,2025-09-02 11:16:18.871,Unknown Client,,,,
txn-1756811915192-2sk9m0f3i,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4747,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 11:18:35.192,Unknown Client,,,,
txn-1756816058196-pgz9j75jl,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4746,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:27:38.197,Unknown Client,,,,
txn-1756816102047-f2l7oagsc,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4745,Order creation,ORDER,240,2025-09-02 12:28:22.047,Unknown Client,,,,
txn-1756816159042-swsoihofq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4744,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:29:19.042,Unknown Client,,,,
txn-1756816170387-thwj7xsiu,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4743,Order creation,ORDER,241,2025-09-02 12:29:30.387,Unknown Client,,,,
txn-1756816233292-hgthhulww,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4742,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:30:33.292,Unknown Client,,,,
txn-1756816239516-iesiqlgxj,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4741,Order creation,ORDER,242,2025-09-02 12:30:39.516,Unknown Client,,,,
txn-1756816296579-hx0s93lxt,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4740,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:31:36.579,Unknown Client,,,,
txn-1756816310929-kjrdyi32a,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4739,Order creation,ORDER,243,2025-09-02 12:31:50.929,Unknown Client,,,,
txn-1756816497821-ikjwyvnoe,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4738,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:34:57.821,Unknown Client,,,,
txn-1756816502993-bacdcev6i,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4737,Order creation,ORDER,244,2025-09-02 12:35:02.993,Unknown Client,,,,
txn-1756816553786-2l5kjbz53,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4736,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:35:53.786,Unknown Client,,,,
txn-1756816569491-svqvco5rb,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4735,Order creation,ORDER,245,2025-09-02 12:36:09.491,Unknown Client,,,,
txn-1756816652519-1gzh3g7i9,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4734,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:37:32.519,Unknown Client,,,,
txn-1756816738871-2gsybqg6j,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4733,Order creation,ORDER,246,2025-09-02 12:38:58.871,Unknown Client,,,,
txn-1756816801195-0ae72igc1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4732,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:40:01.195,Unknown Client,,,,
txn-1756816808395-4frzdi3f8,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4731,Order creation,ORDER,247,2025-09-02 12:40:08.395,Unknown Client,,,,
txn-1756816853389-7t7z2u05i,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4730,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:40:53.389,Unknown Client,,,,
txn-1756816863970-j6ctaqqaq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4729,Order creation,ORDER,248,2025-09-02 12:41:03.97,Unknown Client,,,,
txn-1756816912195-7j5np13c2,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4728,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:41:52.195,Unknown Client,,,,
txn-1756816930861-m7goy1g3w,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4727,Order creation,ORDER,249,2025-09-02 12:42:10.861,Unknown Client,,,,
txn-1756816994047-5a8c9y8my,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4726,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:43:14.047,Unknown Client,,,,
txn-1756817003416-b6p5yklxi,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4725,Order creation,ORDER,250,2025-09-02 12:43:23.416,Unknown Client,,,,
txn-1756817041506-b143qjo4v,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4724,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:44:01.506,Unknown Client,,,,
txn-1756817047687-6ahf7sscv,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4723,Order creation,ORDER,251,2025-09-02 12:44:07.687,Unknown Client,,,,
txn-1756817107588-5mszt3h8t,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4722,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:45:07.588,Unknown Client,,,,
txn-1756817113408-07jetn08j,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4721,Order creation,ORDER,252,2025-09-02 12:45:13.408,Unknown Client,,,,
txn-1756817167887-42vobcim3,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4720,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:46:07.887,Unknown Client,,,,
txn-1756817175130-650m9akkm,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4719,Order creation,ORDER,253,2025-09-02 12:46:15.13,Unknown Client,,,,
txn-1756817311772-u60s8slec,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4718,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:48:31.772,Unknown Client,,,,
txn-1756817316872-l8qifr4jj,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4717,Order creation,ORDER,254,2025-09-02 12:48:36.872,Unknown Client,,,,
txn-1756817359788-5odgtx5wh,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4716,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:49:19.788,Unknown Client,,,,
txn-1756817371181-m8xlpaf5v,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4715,Order creation,ORDER,255,2025-09-02 12:49:31.181,Unknown Client,,,,
txn-1756817506652-73bdwbbnd,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4714,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:51:46.652,Unknown Client,,,,
txn-1756817513397-7p5v8f8a1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4713,Order creation,ORDER,256,2025-09-02 12:51:53.397,Unknown Client,,,,
txn-1756817565670-45syi7mp1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4712,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 12:52:45.67,Unknown Client,,,,
txn-1756817576683-bnuyj1b7v,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4711,Order creation,ORDER,257,2025-09-02 12:52:56.683,Unknown Client,,,,
txn-1756818096917-m1kpop17x,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4710,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:01:36.917,Unknown Client,,,,
txn-1756818121658-3pk89pbny,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4709,Order creation,ORDER,258,2025-09-02 13:02:01.658,Unknown Client,,,,
txn-1756818544193-omcwo91xf,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4708,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:09:04.193,Unknown Client,,,,
txn-1756818549621-kb37mr6jd,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4707,Order creation,ORDER,259,2025-09-02 13:09:09.621,Unknown Client,,,,
txn-1756818590679-xsbfefxvp,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4706,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:09:50.679,Unknown Client,,,,
txn-1756818601694-cng93gye8,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4705,Order creation,ORDER,260,2025-09-02 13:10:01.694,Unknown Client,,,,
txn-1756818641443-tfx2qf1ub,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4704,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:10:41.443,Unknown Client,,,,
txn-1756818652222-s3efwd1xa,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4703,Order creation,ORDER,261,2025-09-02 13:10:52.222,Unknown Client,,,,
txn-1756818690386-1x7lnk1bd,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4702,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:11:30.386,Unknown Client,,,,
txn-1756818694873-mqr7j3bxg,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4701,Order creation,ORDER,262,2025-09-02 13:11:34.873,Unknown Client,,,,
txn-1756818793938-rdxl4fb1g,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,2,4699,AI Usage in Order reference,IMAGE_PROCESSING,,2025-09-02 13:13:13.938,Unknown Client,,,,
txn-1756818826266-r3ya8zquz,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4698,Order creation,ORDER,263,2025-09-02 13:13:46.266,Unknown Client,,,,
txn-1756819056025-zis60in3i,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4697,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:17:36.025,Unknown Client,,,,
txn-1756819062437-6s2fo6s17,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4696,Order creation,ORDER,264,2025-09-02 13:17:42.437,Unknown Client,,,,
txn-1756819171720-ealr9gmrs,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4695,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:19:31.72,Unknown Client,,,,
txn-1756819177315-g7zclan1v,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4694,Order creation,ORDER,265,2025-09-02 13:19:37.315,Unknown Client,,,,
txn-1756819218974-4ncgyeyts,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4693,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:20:18.974,Unknown Client,,,,
txn-1756819237090-hvdf1ivzq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4692,Order creation,ORDER,266,2025-09-02 13:20:37.09,Unknown Client,,,,
txn-1756819275400-0mf53hey7,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4691,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:21:15.4,Unknown Client,,,,
txn-1756819280467-s17hh8wzb,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4690,Order creation,ORDER,267,2025-09-02 13:21:20.467,Unknown Client,,,,
txn-1756819435483-hqnfm8kap,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4689,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:23:55.483,Unknown Client,,,,
txn-1756819441705-zvmrabyk6,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4688,Order creation,ORDER,268,2025-09-02 13:24:01.705,Unknown Client,,,,
txn-1756819494806-vg9razow2,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4687,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:24:54.806,Unknown Client,,,,
txn-1756819500044-zi747cz32,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4686,Order creation,ORDER,269,2025-09-02 13:25:00.044,Unknown Client,,,,
txn-1756819639208-etmjxtgrd,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4685,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 13:27:19.208,Unknown Client,,,,
txn-1756819647828-ic46lmx4n,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4684,Order creation,ORDER,270,2025-09-02 13:27:27.828,Unknown Client,,,,
txn-1756822945423-fm5ag046m,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4683,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:22:25.423,Unknown Client,,,,
txn-1756822953151-fq43nci74,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4682,Order creation,ORDER,271,2025-09-02 14:22:33.151,Unknown Client,,,,
txn-1756823088032-cwqfnxop5,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4681,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:24:48.032,Unknown Client,,,,
txn-1756823130066-ghxj7innb,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4680,Order creation,ORDER,272,2025-09-02 14:25:30.066,Unknown Client,,,,
txn-1756823218405-jle9lfaiy,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4679,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:26:58.405,Unknown Client,,,,
txn-1756823263638-4kn43y86z,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4678,Order creation,ORDER,273,2025-09-02 14:27:43.638,Unknown Client,,,,
txn-1756823405804-0sa4na7lj,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4677,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:30:05.804,Unknown Client,,,,
txn-1756823415375-qrcf0gs86,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4676,Order creation,ORDER,274,2025-09-02 14:30:15.375,Unknown Client,,,,
txn-1756823500859-8p77j8oaj,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,2,4674,AI Usage in Order reference,IMAGE_PROCESSING,,2025-09-02 14:31:40.859,Unknown Client,,,,
txn-1756823551692-fvjku0hto,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,2,4672,AI Usage in Order reference,IMAGE_PROCESSING,,2025-09-02 14:32:31.692,Unknown Client,,,,
txn-1756823581906-q5mvgytn1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4671,Order creation,ORDER,275,2025-09-02 14:33:01.906,Unknown Client,,,,
txn-1756823679109-73gmfbyc1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4670,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:34:39.109,Unknown Client,,,,
txn-1756823692273-95pvztq2r,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4669,Order creation,ORDER,276,2025-09-02 14:34:52.273,Unknown Client,,,,
txn-1756823741954-19nt8guei,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4668,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:35:41.954,Unknown Client,,,,
txn-1756823756691-s5p7kivoc,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4667,Order creation,ORDER,277,2025-09-02 14:35:56.691,Unknown Client,,,,
txn-1756823800693-cdnmrm2l9,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4666,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:36:40.693,Unknown Client,,,,
txn-1756823807963-by9rmd51t,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4665,Order creation,ORDER,278,2025-09-02 14:36:47.963,Unknown Client,,,,
txn-1756823912226-nqhecghwj,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4664,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:38:32.226,Unknown Client,,,,
txn-1756823934877-g6396nkdo,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4663,Order creation,ORDER,279,2025-09-02 14:38:54.877,Unknown Client,,,,
txn-1756823984647-7r4y6am8e,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4662,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:39:44.647,Unknown Client,,,,
txn-1756824002097-faz73a180,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4661,Order creation,ORDER,280,2025-09-02 14:40:02.097,Unknown Client,,,,
txn-1756824041081-27cl6swl3,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4660,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:40:41.081,Unknown Client,,,,
txn-1756824058780-lj6cf2att,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4659,Order creation,ORDER,281,2025-09-02 14:40:58.78,Unknown Client,,,,
txn-1756824108200-q36vrc21o,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4658,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 14:41:48.2,Unknown Client,,,,
txn-1756824128469-51lbts3kk,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4657,Order creation,ORDER,282,2025-09-02 14:42:08.469,Unknown Client,,,,
txn-1756825705266-l04298nss,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4656,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:08:25.266,Unknown Client,,,,
txn-1756825772441-qfr6swrqz,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4655,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:09:32.441,Unknown Client,,,,
txn-1756825785224-hyj22npgp,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4654,Order creation,ORDER,283,2025-09-02 15:09:45.224,Unknown Client,,,,
txn-1756826955291-je2wu1xqo,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4653,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:29:15.291,Unknown Client,,,,
txn-1756826968434-es9b15o9r,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4652,Order creation,ORDER,284,2025-09-02 15:29:28.434,Unknown Client,,,,
txn-1756827015933-jl9hmimp4,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4651,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:30:15.933,Unknown Client,,,,
txn-1756827041118-r6jf4cc7e,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4650,Order creation,ORDER,285,2025-09-02 15:30:41.118,Unknown Client,,,,
txn-1756827078072-uu7dao1xq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4649,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:31:18.072,Unknown Client,,,,
txn-1756827145893-aa2641z8q,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4648,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:32:25.893,Unknown Client,,,,
txn-1756827154581-brejhqsgd,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4647,Order creation,ORDER,286,2025-09-02 15:32:34.581,Unknown Client,,,,
txn-1756827304475-38n2lzehm,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4646,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:35:04.475,Unknown Client,,,,
txn-1756827310877-phkngqbwy,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4645,Order creation,ORDER,287,2025-09-02 15:35:10.877,Unknown Client,,,,
txn-1756827510731-h1baxzwxm,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4644,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:38:30.731,Unknown Client,,,,
txn-1756827530288-e96bvojgr,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4643,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:38:50.288,Unknown Client,,,,
txn-1756827543614-h87ev4o69,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4642,Order creation,ORDER,,2025-09-02 15:39:03.614,Unknown Client,,,,
txn-1756827635222-xxr9wmqln,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4641,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:40:35.222,Unknown Client,,,,
